target_dim,lmr_edges,alpha,k,lr,ijk,kendall,residual variance,globalh0,globalh1
2,3,0.01,32,0.1,0.005199999999999982,-0.9858832521086659,0.0006933767536352331,454.82528287959286,35.90876666053933
2,5,0.01,32,0.1,0.005600000000000049,-0.9858989981792318,0.0006783421516589616,616.7668579921016,254.07891590800216
2,3,0.1,32,0.1,0.007800000000000029,-0.9850445900885401,0.0007095559812830832,595.184207931046,101.59752354221422
2,5,0.1,32,0.1,0.00660000000000005,-0.9851323660563752,0.0006950496761144453,536.1351279211043,98.28474320202042
2,3,0.01,64,0.1,0.006800000000000028,-0.9857473378679384,0.0006982463049306498,718.5248651795781,74.42353608164089
2,5,0.01,64,0.1,0.007199999999999984,-0.9857647690530742,0.0006840927617739467,588.6575687971714,254.07891590800216
2,3,0.1,64,0.1,0.006299999999999972,-0.9848590074708896,0.0007163483750147748,526.4075689992379,255.3786630723275
2,5,0.1,64,0.1,0.005900000000000016,-0.9850435500178263,0.0006976202872330806,576.303133726443,35.29357588761058
2,3,0.01,32,1.0,0.006199999999999983,-0.9854609133941109,0.0006060231940266947,387.42804076804924,98.28474320202042
2,5,0.01,32,1.0,0.007600000000000051,-0.9855805515282356,0.0005388761239748519,554.2674894367943,101.59752354221422
2,3,0.1,32,1.0,0.007199999999999984,-0.9838421733369492,0.0006439002877544064,336.10705888801317,255.37866307232738
2,5,0.1,32,1.0,0.007199999999999984,-0.9844687559379229,0.0005577045452886953,576.2133349454764,78.20348398975429
2,3,0.01,64,1.0,0.008099999999999996,-0.9850783173816384,0.0006294641722508487,443.2291177712743,101.59752354221422
2,5,0.01,64,1.0,0.007800000000000029,-0.9852177368606848,0.0005590142877727189,468.6553654153098,35.29357588761058
2,3,0.1,64,1.0,0.00880000000000003,-0.9834919395247632,0.000663406914150344,649.6633733960439,35.90876666053933
2,5,0.1,64,1.0,0.007099999999999995,-0.9841881468594806,0.0005718057428411027,335.09050440410414,98.28474320202042
2,3,0.01,32,2.0,0.00649999999999995,-0.9852963522056948,0.0005559946518930436,376.56757178750587,98.29864491540788
2,5,0.01,32,2.0,0.006399999999999961,-0.9848386510868713,0.0005330187753845861,529.6738952108977,44.14603856277923
2,3,0.1,32,2.0,0.007099999999999995,-0.9834310203829074,0.000630077130080231,232.06067812272335,190.69733755730874
2,5,0.1,32,2.0,0.008099999999999996,-0.9834353656783414,0.0006063368142692482,340.96324698094844,101.59752354221422
2,3,0.01,64,2.0,0.008099999999999996,-0.9849088358586917,0.0005864544876050815,989.5111384948428,255.37866307232738
2,5,0.01,64,2.0,0.009000000000000008,-0.9844950277241259,0.0005524777405315762,365.2842450776406,101.59752354221422
2,3,0.1,64,2.0,0.008600000000000052,-0.9829123151164486,0.000662525029094585,346.83470668512206,98.28474320202042
2,5,0.1,64,2.0,0.010000000000000009,-0.9829307713712783,0.000633670331289693,574.1947815404608,255.37866307232738
