target_dim,perplexity,ijk,kendall,residual variance,globalh0,globalh1
2,2.0,0.40900000000000003,-0.1923192801996243,0.9067456232072519,82.39291219624404,25.482593080978905
2,4.35483870967742,0.35250000000000004,-0.24456860171902534,0.8436218000622492,49.92419554283911,22.700729319250236
2,6.709677419354839,0.32210000000000005,-0.26776631704609044,0.8387595237507499,35.45064823386159,20.21028936985628
2,9.064516129032258,0.31520000000000004,-0.26103122924990146,0.8505716240474133,23.650190620808548,17.967333586836492
2,11.419354838709678,0.3257,-0.22700823985749655,0.8996858013482611,26.103569156526646,18.27456436258365
2,13.774193548387098,0.33919999999999995,-0.2195480244151677,0.9071962561997274,20.7394732413352,20.68857593628137
2,16.129032258064516,0.33199999999999996,-0.235234908964319,0.9104827441021899,7.3830127721734895,20.4319208134806
2,18.483870967741936,0.32720000000000005,-0.2393210590934857,0.9082242112222892,2.599368685703179,20.923743471412095
2,20.838709677419356,0.3318,-0.23471171555077455,0.9188243810600151,3.79604261073722,21.52350065147051
2,23.193548387096776,0.3274,-0.2483784444531088,0.9202792977439622,6.456613428731396,21.18597045447247
2,25.548387096774196,0.3265,-0.24793856689150587,0.9231514528253069,9.467210415255842,21.272983704774568
2,27.903225806451616,0.32820000000000005,-0.250583112830669,0.927236907988595,12.692052772712083,20.84308096308863
2,30.258064516129032,0.3153,-0.2518418117314467,0.9241810669709237,14.99959826088864,21.023114354049955
2,32.61290322580645,0.32410000000000005,-0.23134215870274377,0.8867150392071202,19.840273522044175,20.61526486063499
2,34.96774193548387,0.3237,-0.2382915392662063,0.8850836039211227,22.215433841402728,21.333064233215676
2,37.322580645161295,0.3196,-0.2495132157313748,0.873681739871071,23.56487796567161,20.07042528351772
2,39.67741935483871,0.3163,-0.23475261993253352,0.8813004130808706,24.6602900201382,21.74730499069954
2,42.03225806451613,0.30689999999999995,-0.24429118122381205,0.8710567244456039,26.686339119422183,21.77240255052291
2,44.38709677419355,0.3245,-0.2642729311366219,0.913268811900987,25.79196190596225,20.66114267888506
2,46.74193548387097,0.3256,-0.2464592921469842,0.8708389810852131,26.215420409038188,21.029851247837904
2,49.09677419354839,0.32220000000000004,-0.2689139053600311,0.9123516636997205,26.585446892750973,20.659009296176112
2,51.45161290322581,0.24460000000000004,-0.4678625970682282,0.5334270854239309,27.503257196404874,21.02804294258255
2,53.80645161290323,0.24639999999999995,-0.43976449912282894,0.5743489240931761,27.549233405236443,19.99722555930588
2,56.16129032258065,0.23929999999999996,-0.47836715083849146,0.5226801687394036,28.042554398642505,21.330042112117862
2,58.516129032258064,0.2308,-0.495067709666244,0.4967892109320865,27.47550546131084,21.665468304794445
2,60.87096774193549,0.238,-0.48663761127053357,0.5069584564146603,28.59253174483934,20.874841645879446
2,63.225806451612904,0.26249999999999996,-0.4091950339574964,0.6253063898085388,28.597128943139605,21.074405667033925
2,65.58064516129033,0.22799999999999998,-0.485991564934189,0.5051452252589459,28.612620604363897,21.752288200218565
2,67.93548387096774,0.28,-0.37294683913172716,0.7190781279030594,28.063397332521923,21.290524430574074
2,70.29032258064517,0.21689999999999998,-0.5300188876056621,0.5050682796184283,28.02390638813393,21.88233859384748
2,72.64516129032259,0.3034,-0.3171867555134991,0.817234020734656,28.36189142043169,20.82957077671163
2,75.0,0.2731,-0.38706606141314626,0.7308472469672245,28.05896064861007,20.471609727402797
