target_dim,n_neighbors,min_dist,ijk,kendall,residual variance,globalh0,globalh1
2,4,0.0,0.20730000000000004,-0.596346226684524,0.4395886784373604,233.00312297434095,44.134977831254304
2,8,0.0,0.14190000000000003,-0.7160726426660944,0.23049812137022485,230.55829567700877,48.944096367934065
2,16,0.0,0.14100000000000001,-0.6997087144113299,0.26360231592674643,233.9474316429174,44.24196253519265
2,32,0.0,0.1411,-0.6772981841379485,0.27950798667213406,234.94631667190333,46.80713343953243
2,64,0.0,0.15849999999999997,-0.6354088694965602,0.3618771300161374,231.1597205908983,44.15696849009334
2,128,0.0,0.13190000000000002,-0.7106133066291629,0.2304589655375271,233.3887073119187,48.29611750790838
2,4,0.1,0.20220000000000005,-0.5923636118971225,0.45392815811079024,231.3206947057727,42.135611144591984
2,8,0.1,0.1472,-0.7190523221167766,0.2303599308632709,231.35790500234063,45.638694850218734
2,16,0.1,0.123,-0.751882204114217,0.1764423746663234,231.4179933465657,45.70687453739013
2,32,0.1,0.12860000000000005,-0.7297943035782484,0.20208413388651758,235.437202150754,45.30594278409769
2,64,0.1,0.11660000000000004,-0.7541789748588402,0.1718233807844488,232.0920494234628,48.9963391232934
2,128,0.1,0.12019999999999997,-0.7351632792087488,0.18703107676539932,233.99478444404502,45.00075186961636
2,4,0.25,0.19469999999999998,-0.6157947902172511,0.4246872863548121,233.84941471379878,44.533724892671096
2,8,0.25,0.131,-0.762341865902409,0.18094673939652883,235.0560394700444,47.46773558151369
2,16,0.25,0.11309999999999998,-0.777940099338505,0.13730968505425123,233.46460361034266,46.47992064938717
2,32,0.25,0.11729999999999996,-0.7605704191501605,0.17509664626745935,235.4434508102151,46.956796795355615
2,64,0.25,0.11539999999999995,-0.7566781508718032,0.17279477129440435,235.09100668478987,45.69545967535078
2,128,0.25,0.12,-0.7516933407908293,0.18779807204190813,233.24177094336173,48.24228078042462
2,4,0.5,0.21809999999999996,-0.5798196025159651,0.4735828198622297,233.7317030526274,48.35157454148336
2,8,0.5,0.14690000000000003,-0.7270091369439942,0.2161665620860299,232.86901374009207,46.08228882876729
2,16,0.5,0.1281,-0.7502220416557095,0.19814810829236174,232.32146951461243,45.313316294183814
2,32,0.5,0.12250000000000005,-0.7607329401010059,0.17779241120254718,235.8925013411035,46.65341690349904
2,64,0.5,0.11399999999999999,-0.7731761976436174,0.15115054030913888,233.79293138978255,46.447986171455774
2,128,0.5,0.12439999999999996,-0.7605094259301368,0.18058776466439264,236.31101517129207,44.65848738118391
2,4,0.8,0.22609999999999997,-0.5489345812983677,0.5183396116879034,234.49579722720117,45.4758434291984
2,8,0.8,0.15880000000000005,-0.6754231551706915,0.3115823467073733,234.8334625491464,45.93502380302323
2,16,0.8,0.13829999999999998,-0.7409734510018346,0.22255676769615151,231.4636199740379,45.65713771558082
2,32,0.8,0.11839999999999995,-0.7593345470906179,0.16025326656851002,230.04698406492017,49.86910186071662
2,64,0.8,0.125,-0.7703826817902442,0.17729950380767134,233.327451381267,45.239908864628106
2,128,0.8,0.11680000000000001,-0.7630394239458094,0.17401482485754238,232.3406869159793,46.474950822416474
