target_dim,n_neighbors,min_dist,ijk,kendall,residual variance,globalh0,globalh1
2,4,0.0,0.1866,-0.6141682455788542,0.5012429149512247,2583.7883847623066,0.5864478177340567
2,8,0.0,0.14680000000000004,-0.6896239680342586,0.3601503738841296,2582.591358770298,0.07764568995586174
2,16,0.0,0.011199999999999988,-0.9289135600063649,0.061078391000569776,2611.4321097514166,0.0
2,32,0.0,0.021399999999999975,-0.9250663143956068,0.020353753115931128,2565.489541040153,0.01673406970111818
2,64,0.0,0.023499999999999965,-0.9232169223333568,0.021508855841672392,2474.7120634622943,0.009059871699825472
2,128,0.0,0.03249999999999997,-0.9129123915437772,0.030374859271895205,2566.398536219505,0.06728725264370133
2,4,0.1,0.15949999999999998,-0.6559526843275129,0.4333985144727399,2551.8028204515062,0.0
2,8,0.1,0.03710000000000002,-0.8780190839752332,0.05906418223507137,2568.568384562306,0.0
2,16,0.1,0.019100000000000006,-0.9088236075564127,0.09435550429982364,2580.1154129177753,0.0
2,32,0.1,0.018000000000000016,-0.9283936816466593,0.022127022544134234,2433.960783989628,0.012781126663395925
2,64,0.1,0.033399999999999985,-0.910321825653077,0.031939358672934626,2568.5673959237497,0.03443616631948945
2,128,0.1,0.033299999999999996,-0.9120922298888503,0.026566124428622273,2559.8011610433578,0.05778427409692842
2,4,0.25,0.07410000000000005,-0.7930636077752011,0.18273858625613826,2577.646540840046,0.0
2,8,0.25,0.018100000000000005,-0.912829112220834,0.05011243595025461,2527.1147128593743,0.0
2,16,0.25,0.01770000000000005,-0.920938461596069,0.01908186621525354,2574.966471328142,0.0
2,32,0.25,0.03810000000000002,-0.8977417895907573,0.1039168352662283,2593.30589724029,0.07144722219512628
2,64,0.25,0.03210000000000002,-0.9125768855888765,0.03374359390517612,2555.5226030477284,0.0675891788307314
2,128,0.25,0.041200000000000014,-0.8884600924496167,0.04009069324007808,2467.953750130781,0.16740702773175173
2,4,0.5,0.17279999999999995,-0.645180218479801,0.4698938551141836,2606.324229755119,1.5620433497279667
2,8,0.5,0.1884,-0.59435238210135,0.5876385510571345,2569.049896819616,0.5914687709685977
2,16,0.5,0.01759999999999995,-0.9403327867602599,0.01175638992093131,2611.4330444766683,0.0
2,32,0.5,0.03390000000000004,-0.8925807387739556,0.03854611253314544,2500.7126759704392,0.1765276846501491
2,64,0.5,0.03269999999999995,-0.9138456705678355,0.028221794043364223,2570.1800258035605,0.30403071661857944
2,128,0.5,0.05489999999999995,-0.8657525700698765,0.06513043135858632,2510.6870582030097,0.2286054679022496
2,4,0.8,0.23399999999999999,-0.528170381081389,0.6465263640933608,2597.7402749383455,1.9048878478018116
2,8,0.8,0.06699999999999995,-0.8389745632914787,0.1438800928950662,2583.7863214011236,0.0
2,16,0.8,0.037799999999999945,-0.9027180631445971,0.028884966264840384,2577.641991749994,0.04138014672283552
2,32,0.8,0.04830000000000001,-0.8834593249772643,0.0434952165508663,2580.640499529291,0.2466893286469068
2,64,0.8,0.09089999999999998,-0.8151097943550978,0.17557659450576113,2565.1877465551383,0.3175831698052912
2,128,0.8,0.06630000000000003,-0.8442416464596604,0.08597915847810278,2481.3971810911025,0.2935934344174232
