target_dim,n_neighbors,min_dist,ijk,kendall,residual variance,globalh0,globalh1
2,4,0.0,0.25149999999999995,-0.4491877325034566,0.7358590267343552,3708.454728723554,2.245936242514616
2,8,0.0,0.19169999999999998,-0.5987941641546597,0.48057546634569026,3686.769683342332,101.6014239745375
2,16,0.0,0.03959999999999997,-0.893076842256743,0.034168292491811636,3665.6019214920584,98.28474585555038
2,32,0.0,0.1966,-0.5860530328928172,0.5326755115343471,3729.2597764412403,35.90879812808347
2,64,0.0,0.15810000000000002,-0.6533350273551072,0.3474100498219649,3655.669698739229,101.59871594126686
2,128,0.0,0.28390000000000004,-0.4005863731262976,0.7742791712456935,3673.699018740528,101.59852935457793
2,4,0.1,0.25260000000000005,-0.440906659478288,0.718580193213967,3656.9912150917303,255.40087744686295
2,8,0.1,0.12409999999999999,-0.7454277436834372,0.24122237079177766,3665.6026340610183,98.28474320202042
2,16,0.1,0.0534,-0.8563626810830319,0.085711020845195,3700.4969497643215,254.07891590800227
2,32,0.1,0.0726,-0.8438307590451987,0.14354335644220817,3633.3879502197833,101.59752508561111
2,64,0.1,0.22819999999999996,-0.5061097525973275,0.5828010490159152,3669.0058468192483,254.07982896643216
2,128,0.1,0.25560000000000005,-0.43892243457203145,0.7094873707246085,3677.9477584345473,254.07949371499922
2,4,0.25,0.2126,-0.5579631480784629,0.632170230552594,3714.3182807127328,98.28693935345156
2,8,0.25,0.10070000000000001,-0.788690320079956,0.23949262366556412,3663.7642253295476,190.6983051033905
2,16,0.25,0.09899999999999998,-0.7990839717380738,0.19449798256374506,3637.0521215356816,101.59756859294913
2,32,0.25,0.07179999999999997,-0.8421797867965897,0.09450157270383719,3653.0646509583516,101.59754777667277
2,64,0.25,0.20620000000000005,-0.5504847696280152,0.5045496609913245,3646.0305227981935,302.09656841196835
2,128,0.25,0.26170000000000004,-0.4549205172720411,0.6771340338230226,3618.5715224021233,190.6986020910882
2,4,0.5,0.24070000000000003,-0.49512774093696743,0.6683183133271989,3679.5520705670247,262.3355166966486
2,8,0.5,0.18089999999999995,-0.6186307128296596,0.44669404657326817,3657.48552233776,101.60143396320917
2,16,0.5,0.07130000000000003,-0.8620684590154379,0.07326402218905792,3702.025532160788,98.28481500984697
2,32,0.5,0.12939999999999996,-0.758799547824349,0.18269575094649182,3549.2793022402416,190.697405504053
2,64,0.5,0.23809999999999998,-0.4809068390664123,0.6368749812462839,3669.5934264260086,101.60119496880498
2,128,0.5,0.2571,-0.4556769537016984,0.6738228405055563,3689.550157162885,35.29877594979127
2,4,0.8,0.2802,-0.42633536878500783,0.777928795504711,3570.5299462812854,167.8193190396305
2,8,0.8,0.1521,-0.714274870618356,0.2786509308843331,3674.493465183517,146.6067015514844
2,16,0.8,0.12319999999999998,-0.7707264937302193,0.21013526217821543,3674.4895476489796,146.6065605224261
2,32,0.8,0.0947,-0.8295899808232623,0.09775048435914335,3655.6067295202797,98.28547613883342
2,64,0.8,0.24780000000000002,-0.46724789040271736,0.6572740324278032,3649.9355058857027,101.60240204728892
2,128,0.8,0.2751,-0.4238836870966461,0.7205131524680766,3710.967152160352,74.4269721645504
